Index,Address,Time Diff between first and last (Mins),Face Attempts,Detected As a Robot At Least Once,Face Match Percentage,FLAG
154,0x02618fd3c75554000c4a1bd2da6df06305c28635,20.93,1,0,81.51361033340643,0
155,0x026c1f10245d9f5950e4a4efbb97c97b5419ff2d,68.72,1,0,88.04556061369038,0
156,0x026cb4a26bffb77427d6c2a8e5fd0995bff09688,205942.0,1,0,87.04952561200764,0
157,0x026ee796ed70271cb22f3a619963b2d6dc46129c,1.32,2,0,93.50653849301361,0
158,0x027421c8a2b34992cf191496dca553766597f78a,326.13,1,0,100.0,0
159,0x027beefcbad782faf69fad12dee97ed894c68549,511631.95,2,0,96.67934851461732,0
160,0x02819d258d099eafc2e1afbee0ec126b219fb0ec,10.78,3,0,88.60621744954506,0
161,0x02825fb4eb4cffaa181ccd5b2208a9d2d7c62013,81986.35,1,1,89.96857844110687,0
162,0x0286f95399e27692f161ed91968ea43c47023a3e,24336.13,1,0,92.65116331642893,0
163,0x028ffe3d16df8eb97df443dd37478a9f0dd13077,319.03,1,0,92.29297866408001,0
164,0x02959ba85385b49fae65acfa7b90f79427b9c2eb,365818.75,2,0,79.5820866540057,0
165,0x029798d4c234549b24dcfe12fb03ac50aa1b453e,1921036.52,1,0,91.9971492290671,0
166,0x029dca74053990795945b01cccc987524706eb20,68.3,2,0,100.0,0
167,0x02a70f1f4449443fa36c14388479488d460007d7,237790.27,1,0,90.73592345187627,0
168,0x02b346a34e1559886e6ca1631cb74d7895465197,915822.2,1,0,85.1529756027104,0
169,0x02bc7852a518c506e2bf23c952ec9f341f2f2e0e,319320.53,2,0,90.27629440943423,0
170,0x02bf92165342a788b50e8b9de173116270192328,5.65,1,0,88.07854852079473,0
171,0x02c68e3de38b00f958a53bd9182d09120312b2a2,868228.45,3,0,94.14757306130275,0
172,0x02d11dcf702df6b41d0b09acf7f9589000f99d99,14.38,1,1,86.6062642790843,0
173,0x02d3e49a4aaa3704f7af38f7d91d47aa7ffeba33,705882.98,1,0,90.5677368403679,0
174,0x02dad75eacf674939e61af034c2095b512f2af51,306025.43,1,0,90.68243631952112,0
175,0x02ee08c4e1c0e17a658fb42bd379bad9db48788e,88326.87,1,0,87.34914774656738,0
176,0x02fb09a6d1ef7a8f3d131130695531af5393ef4a,253.25,3,0,97.53072605687285,0
177,0x03014fd1cfcb9dbc4e8e2237638bb4c639d7babf,327.7,1,0,87.2753113884742,0
178,0x030174efb82f744929c53c4a14ce4c8c0625d8ab,5.95,1,0,100.0,0
179,0x0303dc78685fc446871d568c6e86a9547fb1d2c7,4.68,1,1,89.62422294538747,0
180,0x0304421f7d097871bde3524962f342d7ccadb0dd,259478.57,1,0,81.92417638267905,0
181,0x030459bed9ba3b8b2a9398f963670aa544450d0e,209930.78,1,0,91.30977916146978,0
182,0x03081809e0cf5371fcbe2f4d12fce8b7204819f1,319340.05,1,0,92.58709748808165,0
183,0x0316412031b6dc9ef2bc7e728fba71f9f8f5e4f1,325.1,3,0,100.0,0
184,0x0318f182677d9d6c297542e4699ce582f86ef0b4,208695.6,1,0,84.08281218149989,0
185,0x03192bc9a49d441f0b228434ebbc9a5d54c1044d,80078.27,2,0,97.66373813577613,0
186,0x0324764f3cd277421cd46a0f48ee29bfc1237f60,964896.88,3,0,92.7817899970752,0
187,0x0326b710d6eafc36349eca09d7a8871dbf736457,547962.18,2,0,83.32002268112788,0
188,0x033c872f24bb2b68deef057d1edfa662c8ca15e3,291444.33,1,0,88.78341876358361,0
189,0x033d8961a1773ac9a47b2aa0fce76f18b17defa4,32323.4,1,0,86.53014529648851,0
190,0x033e08ee587a2b8a312d60a1b2dec218e3ff47e0,283905.73,1,0,93.19846097098275,0
191,0x033fa9f2da90b2d86b80488a3aff89f94b825e9e,192590.77,1,0,92.06256310626294,0
192,0x034007f4b2c2b8b6fe6ee16e03452452e6d08aa9,273204.15,1,0,92.40166861992292,0
193,0x034344f6c73958d78b98fc96f3e6616fe1932a79,65.03,1,0,100.0,0
194,0x0346e666fc6c24e7fe06529fe5b854d99cdab58a,5.4,1,0,91.20845259126892,0
195,0x0346f31d74b4116d09113f7597d9aabb2ac1c7e3,324.73,1,0,92.3483975276328,0
196,0x034c1ce9dc5d6ac73773e48b6fe2f50f76b53fea,17134.32,1,0,90.24096866657251,0
197,0x0352b41a8cc454109979e1073e4f5965e681084c,5.8,1,0,100.0,0
198,0x036135c297ae0801c7a488e56aae98ce7f69b395,39.47,1,0,99.44477384355064,0
199,0x036244d89950b3c6b39c24c801b557b77cf4a9cc,19.25,1,0,94.06320422715223,0
200,0x0367d5f834a7e3b39f2b44650a67561f506859df,310.48,2,0,91.03929494541707,0
201,0x0369781891dd06c9987d7dd74f7f7b44216c35c4,321.17,1,0,100.0,0
202,0x037017bcdddb206f35e0e0c7c6edc699c19b57af,974378.8,2,0,91.07928334729716,0
203,0x037478bc69794a00324df3a4857c628016fde00f,321.95,3,0,86.01019885349987,0
204,0x0374b6d63fc8bbfa401ed8549900fd02de86ea99,1010987.1,2,0,87.46692479743548,0
205,0x0374f9963118cf1d074800388505a1aa09ffff01,18.87,1,0,97.94738333577587,0
206,0x0378630fc896e8e34162650c033a42afd885256d,226756.63,3,0,92.462449918484,0
207,0x03805dda8b08f71e0bda8faff59481868ab35a7d,447735.1,1,0,88.3700419291552,0
208,0x038dbdd8d39c7ced6b4ff01eacd74efd35764f86,2257.95,1,0,96.00398737241659,0
209,0x038f5e93ac0983178bc928cf489f46fd07a50f89,412.35,1,0,77.8832151416502,0
210,0x03902904297b6db7d2c5e95e43e76aad4afb8928,63.8,1,0,79.5744491796067,0
211,0x03935c8e5f6aca2da0d946875b874b5deacf0c5d,96.47,1,1,94.29879070041562,0
212,0x03986db5655d105969dde64832d382b88d8ba2fe,244519.93,1,0,93.88664967879696,0
213,0x03a187998ad07f7eddff4e27cf0e4454004ad978,111991.72,1,0,87.75182973563057,0
214,0x03ac0df2b606bf96384394aa710f407975fb143e,283910.03,2,0,85.04853382870347,0
215,0x03c0e9a2a106ebb0858bcf767613059edf72ef96,310191.97,1,0,98.07173445263166,0
216,0x03ca8d38701a176c62d043f2a2be9ca6af77a505,293206.6,1,0,90.91949504974207,0
217,0x03d42acad7cdac001c80eb1443c24f18893eb2d0,1007930.98,1,0,94.69768956104959,0
218,0x03d4b51226235046f9af5aa50d69e2d61c4c4214,408109.47,2,0,92.21959379062905,0
219,0x03d6bc0026c612d582313b30cefbd4f0381cbc9c,24.2,1,0,87.50084548129544,0
220,0x03eda81520e409e40ec09ae5b199c0a96a9f101d,3.73,1,0,98.17550951413841,0
221,0x041a1a4ade976df5a4fc0f4915f888ab3615b10e,577697.67,3,0,91.4466985364131,0
222,0x0422b3d347377aedcff3fd4c54d14a44128185ad,74.32,1,0,89.41938235254504,0
223,0x0427333d1b503d1e5813ec98b68644d5fe2d4fd4,321.12,1,0,88.78407061487597,0
224,0x042b7bad39d61ef7014dd399e1f23b328fd75697,9.68,1,0,86.13070450766418,0
225,0x04349ba34e04d2d1666e8ef68d79a34077781eb8,898837.57,2,0,89.54104000470025,0
226,0x04368afcda1476656a26987c7818ee9215dadf8c,0.0,1,0,97.32420958959587,0
227,0x043895203bdac0e76d9e8d0ec7c1059cebb48764,663716.47,1,0,98.31806029269808,0
228,0x043b05c7e524dbe75232ea656b13b885ff589a24,95469.27,1,0,91.25738847027607,0
229,0x043d4ab5825162eff28f2edc17f7a0b1600eed32,52953.02,1,0,94.85935378113952,0
230,0x043f2375429bca5598cb4bf6ab7568907607fb9e,314180.58,3,0,91.04978877861672,0
231,0x0440a7cd16bdb5218f10b73f1694c5b1731bb1f8,327.87,1,1,81.77781593446352,0
232,0x04480c82733b712484b04beac80b35becca09b11,66.55,1,0,89.29413193642611,0
233,0x044a53b66b24c65c6807bedced72e3f8f9c66b29,790629.43,1,0,83.74097855395942,0
234,0x0454e108e55ae3cb0fd4aec008ecf86b61c7bf6c,10.03,3,0,89.56683252095313,0
235,0x0455681177ab7cb0f33657e5f67e835521aa2c7a,585677.32,1,0,91.40334457846208,0
236,0x04560b79a30f52167722db9a46f256c05e0c9921,1610.6,1,0,83.55762695117689,0
237,0x045aba14bce39ffd9bdf47c004f0fe8375110124,21.48,1,0,86.95635344666987,0
238,0x045f0a42c272a9f765b5e0a78c484ce37efe3ea5,658299.15,1,0,100.0,0
239,0x046af5bd2705fab727d45168ea50dc1034c11861,76156.38,1,0,95.03340517291402,0
240,0x04713ef7c2dd63d079caf3853f1759a1ab1bb70a,228994.25,1,0,97.22832479622807,0
241,0x04714428e4e534a3defadbc46bc4e46cc793ff9d,189102.7,1,0,89.22702255675468,0
242,0x047e2e663d8706d0d64d3eb69866d841a9d4bdc6,226758.45,3,0,96.16342653940129,0
243,0x0480f66a8e6c40b72d6ce78d1057d8d94eeecfcf,338100.62,1,0,90.13672366734627,0
244,0x0481eb2557fb2e6af54422c3453bacfe155e1124,15.67,1,0,90.45767521830876,0
245,0x049857ab4bb3cb796f29b15709317713cadb4ee7,3.73,2,0,87.60538833095288,0
246,0x049aca9570f192fbef3b70c5d4a92be0bf53ad8b,14.03,2,0,96.25564492542473,0
247,0x049d7b114b2eb19b606251edb95d59aa3909c157,72.55,1,0,86.93243084623381,0
248,0x04a3084aa73481e9cb04d0a7b0df3c896cb1b1e2,71.75,1,0,94.28271514122561,0
249,0x04a91c65105d159d25995682a8a21a0375321b02,330.62,1,0,97.06421306044588,0
250,0x04aec1e843907668fded23b6f8814ef5396082e7,598.23,1,0,83.12335793700305,0
251,0x04c5e7aed80f635a54ad5494b6fa0a2e33743e6f,203015.42,1,0,81.9428470853779,0
252,0x04c6570d3aaf10230fd87f73424352a77ba2bf46,332.73,1,0,96.03249164287425,0
253,0x04cb9baa9e5fdea5f7e8bae6c42133b0acbfbe47,2.8,1,0,90.58664580538857,0
254,0x04cec571a0758001a9d03533d54e643a9fa7dcbb,17157.67,1,0,94.89376168265142,0
255,0x04e08107946d1e42d109e67695c43ca1e42638cd,791365.95,2,0,100.0,0
256,0x04e3a85ccc9f84c6672668ef0968321bcabdfa00,323.08,3,0,90.2856630849018,0
257,0x04f06845f36f380dae5152daa7c4db2b857c15dd,331.93,3,0,88.61481920682245,0
258,0x04fceacbd91950a3f1e7f91b16476b609c83a762,55167.15,1,0,96.90836521904359,0
259,0x04ff2ba5884f8a52de19d0a76cb8f6f266754c6b,575636.87,1,0,92.60401452384018,0
260,0x0505c3ba680f49a46ab500b8a39a8bd396d93875,226777.48,2,0,93.16722097216655,0
261,0x050d63c4e59082049a33d5d3f6d4d2bbfb331723,48.88,1,0,92.53792951243393,0
262,0x050ecb95bb0bc5a5ce7f0b8920b4c704d0e1fca7,71.9,1,0,92.94569856103904,0
263,0x050f6030f6c80387fd061c5f2bbb32f9a7648e80,1.58,1,0,78.3446368922215,0
264,0x0510156b8080e359f3ef29386634e0fefdd2495f,54.97,3,0,88.37904096172097,0
265,0x051b7f66f9186e04333e105fbcb4af7cc21e8e07,204962.67,2,0,90.30695035022248,0
266,0x051e395eefe31c8bd8d8546127ee8d6e0bfeec57,917999.92,2,0,99.08637334114536,0
267,0x0536806df512d6cdde913cf95c9886f65b1d3462,61584.9,1,0,95.10455482308637,0
268,0x0540db24a0b7d9f1f70e915a1e4c4913cdd0e3e0,681582.07,1,0,90.28525739054523,0
269,0x05498d2e0ceae89926c2a0e476fc905f722600e5,71.53,2,0,100.0,0
270,0x054eba3784c06a358f4516643b2412dc8a121408,0.0,1,0,93.00162427557729,0
271,0x0550b952a398cb1dda970e9e4d4d72d0a0518284,3.87,2,0,94.45078758042185,0
272,0x055de08e00c27d5bacd592fadda4e0e3cb499753,417584.63,2,0,94.79344940052002,0
273,0x05643de9716f7fc02f301486f0ce960cdd5e5f4b,68666.87,1,0,96.29023322088841,0
274,0x0569497f5a5c2f5fadeb01d2b63f83754c49ac3c,315.47,1,0,81.51757760898568,0
275,0x0583c3c6f0d5f8c6f84b851700617d4e55bdc649,53.03,1,0,85.56946194752703,0
276,0x0587a3525b5782ae7c13815a535cbf3927e237ff,382.15,3,0,91.4936273374711,0
277,0x058a14f94ddc08dffea9d8013faa9ee4d0d05c0d,324.37,2,0,90.393557543292,0
278,0x058a99632be743ad9722c639b5aa707b0562653f,12.82,1,0,89.01080130994004,0
279,0x0593e534443a3eb3b77a8b65dff01486e7993d29,3.52,1,0,94.10097928677357,0
280,0x0597b0cf9255f1ea775c4f1dbd64d8541f4c556b,607484.77,2,0,92.64678059425064,0
281,0x0599b69fc510ee7ad786501631616e8271548737,2312.95,1,0,90.33070578146588,0
282,0x059c1a160eb12a884513f769d39d46b428ebc82d,10.87,3,0,92.5012140777465,0
283,0x05a999ab99efa89852bf707173309573fae58411,283913.38,2,0,95.71764959192247,0
